id,salesperson_id,created_at,region,total
53338,4,2022-04-18,Sudeste,"R$ 778,26"
53339,53,2021-11-29,Sudeste,"R$ 529,97"
53340,126,2023-05-08,Centro-Oeste,"R$ 233,16"
53341,82,2021-05-18,Sudeste,"R$ 368,62"
53342,45,2023-03-22,Sudeste,"R$ 316,15"
53343,92,2024-04-08,Sudeste,"R$ 374,50"
53344,110,2024-04-19,Norte,"R$ 621,83"
53345,19,2024-11-19,Sudeste,"R$ 446,23"
53346,107,2024-05-26,Sul,"R$ 191,51"
53347,143,2021-03-29,Centro-Oeste,"R$ 148,85"
53348,53,2022-06-24,Norte,"R$ 353,31"
53349,119,2023-08-11,Nordeste,"R$ 849,48"
53350,22,2023-03-29,Sudeste,"R$ 516,92"
53351,13,2020-11-17,Norte,"R$ 897,44"
53352,88,2020-11-12,Sul,"R$ 813,38"
53353,90,2020-09-20,Norte,"R$ 365,10"
53354,60,2023-11-19,Nordeste,"R$ 424,52"
53355,78,2021-03-20,Nordeste,"R$ 373,44"
53356,21,2020-07-16,Nordeste,"R$ 168,23"
53357,100,2022-10-02,Sul,"R$ 719,84"
53358,96,2022-06-29,Nordeste,"R$ 323,91"
53359,52,2023-01-05,Nordeste,"R$ 509,02"
53360,40,2022-05-31,Centro-Oeste,"R$ 796,83"
53361,74,2022-08-13,Norte,"R$ 545,10"
53362,49,2022-11-04,Sul,"R$ 986,24"
53363,147,2024-11-27,Nordeste,"R$ 270,75"
53364,65,2022-05-08,Sudeste,"R$ 167,67"
53365,149,2024-03-09,Nordeste,"R$ 312,03"
53366,34,2024-04-11,Sul,"R$ 719,14"
53367,110,2020-01-18,Sudeste,"R$ 92,34"
53368,89,2022-12-23,Sudeste,"R$ 349,61"
53369,39,2020-07-03,Centro-Oeste,"R$ 680,89"
53370,88,2022-04-26,Norte,"R$ 118,11"
53371,64,2021-02-07,Sul,"R$ 659,10"
53372,13,2021-08-03,Sudeste,"R$ 898,92"
53373,21,2022-03-04,Nordeste,"R$ 706,91"
53374,61,2022-09-23,Norte,"R$ 83,94"
53375,56,2022-02-03,Norte,"R$ 462,31"
53376,106,2020-04-25,Nordeste,"R$ 24,51"
53377,46,2020-07-25,Sul,"R$ 319,35"
53378,75,2022-03-18,Sul,"R$ 422,29"
53379,138,2024-05-07,Sudeste,"R$ 501,76"
53380,47,2023-04-24,Nordeste,"R$ 706,14"
53381,117,2024-10-30,Centro-Oeste,"R$ 314,39"
53382,53,2024-05-23,Nordeste,"R$ 768,64"
53383,143,2021-03-21,Nordeste,"R$ 231,48"
53384,140,2021-07-31,Norte,"R$ 803,44"
53385,42,2020-12-22,Norte,"R$ 468,41"
53386,88,2022-10-28,Sudeste,"R$ 704,64"
53387,99,2022-08-17,Nordeste,"R$ 589,58"
53388,74,2023-11-13,Nordeste,"R$ 245,53"
53389,6,2020-04-27,Centro-Oeste,"R$ 465,23"
53390,88,2022-09-11,Centro-Oeste,"R$ 360,76"
53391,150,2021-08-15,Centro-Oeste,"R$ 219,29"
53392,109,2022-12-19,Nordeste,"R$ 332,14"
53393,19,2020-11-29,Sudeste,"R$ 207,15"
53394,115,2022-12-07,Norte,"R$ 158,32"
53395,119,2024-11-22,Centro-Oeste,"R$ 184,11"
53396,89,2023-03-13,Norte,"R$ 574,64"
53397,28,2020-10-13,Sudeste,"R$ 382,35"
53398,114,2020-04-01,Norte,"R$ 1038,66"
53399,106,2022-09-15,Sul,"R$ 196,32"
53400,135,2023-07-25,Centro-Oeste,"R$ 812,42"
53401,54,2020-03-21,Sudeste,"R$ 460,23"
53402,2,2021-08-14,Sudeste,"R$ 590,35"
53403,33,2022-10-25,Sul,"R$ 876,11"
53404,140,2024-11-04,Nordeste,"R$ 335,53"
53405,25,2023-05-14,Norte,"R$ 330,49"
53406,146,2021-08-12,Sul,"R$ 572,21"
53407,103,2024-07-16,Centro-Oeste,"R$ 327,65"
53408,87,2023-04-20,Sudeste,"R$ 449,33"
53409,65,2020-06-30,Norte,"R$ 496,25"
53410,139,2023-05-03,Nordeste,"R$ 743,07"
53411,7,2022-10-08,Sudeste,"R$ 169,67"
53412,29,2024-03-03,Sul,"R$ 409,30"
53413,97,2021-05-31,Nordeste,"R$ 1104,56"
53414,106,2024-02-04,Sudeste,"R$ 172,45"
53415,36,2023-05-30,Nordeste,"R$ 262,33"
53416,131,2020-07-30,Sul,"R$ 223,37"
53417,29,2024-08-26,Nordeste,"R$ 345,65"
53418,85,2023-08-19,Sudeste,"R$ 522,77"
53419,65,2021-11-23,Centro-Oeste,"R$ 171,10"
53420,46,2023-04-30,Centro-Oeste,"R$ 519,09"
53421,69,2024-12-27,Centro-Oeste,"R$ 520,46"
53422,74,2022-09-05,Centro-Oeste,"R$ 822,61"
53423,50,2021-08-28,Centro-Oeste,"R$ 310,83"
53424,94,2020-01-13,Nordeste,"R$ 71,08"
53425,61,2020-11-11,Norte,"R$ 788,80"
53426,147,2021-04-13,Sudeste,"R$ 744,94"
53427,54,2024-07-05,Nordeste,"R$ 463,89"
53428,112,2024-07-16,Norte,"R$ 343,47"
53429,70,2020-01-09,Nordeste,"R$ 265,73"
53430,94,2021-09-23,Centro-Oeste,"R$ 244,63"
53431,130,2024-02-25,Sudeste,"R$ 516,83"
53432,112,2024-04-15,Norte,"R$ 1231,03"
53433,125,2024-08-02,Sudeste,"R$ 342,44"
53434,76,2024-05-17,Sul,"R$ 517,24"
53435,71,2020-05-12,Sul,"R$ 378,17"
53436,57,2022-05-10,Centro-Oeste,"R$ 601,74"
53437,30,2020-06-09,Nordeste,"R$ 249,01"
53438,96,2023-04-24,Sudeste,"R$ 710,51"
53439,64,2021-05-04,Centro-Oeste,"R$ 718,44"
53440,42,2020-09-17,Centro-Oeste,"R$ 97,49"
53441,42,2021-04-23,Centro-Oeste,"R$ 272,07"
53442,76,2024-02-26,Sul,"R$ 603,54"
53443,40,2020-01-11,Centro-Oeste,"R$ 560,00"
53444,80,2021-10-15,Centro-Oeste,"R$ 313,95"
53445,123,2020-04-29,Centro-Oeste,"R$ 315,30"
53446,94,2021-02-06,Centro-Oeste,"R$ 691,46"
53447,90,2022-09-07,Sul,"R$ 399,57"
53448,68,2022-08-09,Nordeste,"R$ 254,28"
53449,141,2023-07-05,Sudeste,"R$ 318,55"
53450,123,2023-12-18,Nordeste,"R$ 391,36"
53451,67,2022-09-08,Centro-Oeste,"R$ 557,91"
53452,6,2022-03-08,Nordeste,"R$ 128,99"
53453,65,2024-06-01,Sudeste,"R$ 823,59"
53454,68,2023-06-05,Centro-Oeste,"R$ 129,99"
53455,102,2022-01-21,Sul,"R$ 392,80"
53456,70,2022-05-24,Nordeste,"R$ 157,52"
53457,112,2024-09-05,Sul,"R$ 332,90"
53458,138,2024-10-21,Centro-Oeste,"R$ 947,40"
53459,31,2024-03-17,Norte,"R$ 608,97"
53460,53,2021-12-06,Sudeste,"R$ 324,38"
53461,9,2024-10-29,Norte,"R$ 492,32"
53462,14,2024-11-12,Centro-Oeste,"R$ 409,75"
53463,149,2020-03-22,Sudeste,"R$ 339,06"
53464,88,2021-08-08,Sul,"R$ 458,64"
53465,67,2021-09-06,Sul,"R$ 482,35"
53466,118,2024-01-22,Nordeste,"R$ 493,83"
53467,68,2022-06-23,Norte,"R$ 706,76"
53468,38,2020-12-11,Centro-Oeste,"R$ 393,17"
53469,105,2023-11-27,Norte,"R$ 163,96"
53470,71,2022-07-25,Nordeste,"R$ 260,78"
53471,1,2021-08-24,Nordeste,"R$ 288,84"
53472,55,2023-12-14,Sudeste,"R$ 415,14"
53473,14,2024-05-24,Norte,"R$ 282,63"
53474,113,2024-06-25,Norte,"R$ 354,75"
53475,102,2020-04-18,Nordeste,"R$ 484,64"
53476,35,2023-11-25,Nordeste,"R$ 129,57"
53477,125,2024-07-01,Nordeste,"R$ 200,23"
53478,60,2021-02-06,Norte,"R$ 225,36"
53479,40,2022-01-18,Centro-Oeste,"R$ 446,07"
53480,15,2020-06-26,Norte,"R$ 517,01"
53481,124,2020-01-26,Sudeste,"R$ 709,62"
53482,71,2021-10-24,Sul,"R$ 561,29"
53483,32,2024-08-31,Sul,"R$ 64,81"
53484,3,2023-04-17,Sul,"R$ 396,25"
53485,52,2022-09-12,Nordeste,"R$ 535,77"
53486,53,2024-03-10,Sudeste,"R$ 710,72"
53487,54,2020-10-01,Nordeste,"R$ 545,74"
53488,110,2024-01-03,Centro-Oeste,"R$ 516,99"
53489,147,2023-10-14,Centro-Oeste,"R$ 573,01"
53490,131,2022-09-12,Sudeste,"R$ 295,14"
53491,68,2023-09-14,Nordeste,"R$ 960,45"
53492,101,2024-01-05,Norte,"R$ 256,18"
53493,120,2024-06-06,Norte,"R$ 152,20"
53494,134,2024-06-10,Centro-Oeste,"R$ 529,74"
53495,58,2022-09-03,Sul,"R$ 483,23"
53496,83,2022-05-07,Norte,"R$ 847,71"
53497,137,2023-11-30,Norte,"R$ 470,31"
53498,53,2021-06-28,Norte,"R$ 315,09"
53499,66,2020-09-10,Centro-Oeste,"R$ 259,07"
53500,45,2023-11-18,Sudeste,"R$ 625,77"
53501,57,2023-09-30,Sul,"R$ 531,50"
53502,24,2023-02-28,Sul,"R$ 271,38"
53503,44,2022-08-09,Centro-Oeste,"R$ 332,34"
53504,48,2021-05-21,Nordeste,"R$ 177,18"
53505,123,2024-10-27,Nordeste,"R$ 282,18"
53506,73,2023-08-11,Norte,"R$ 783,19"
53507,14,2024-04-06,Sudeste,"R$ 796,85"
53508,70,2021-05-03,Centro-Oeste,"R$ 223,14"
53509,57,2022-12-08,Sudeste,"R$ 24,25"
53510,119,2022-04-17,Sul,"R$ 507,63"
53511,13,2022-09-03,Nordeste,"R$ 206,93"
53512,65,2020-09-01,Centro-Oeste,"R$ 384,36"
53513,141,2021-05-19,Sul,"R$ 323,52"
53514,29,2020-08-13,Centro-Oeste,"R$ 199,58"
53515,84,2021-12-14,Nordeste,"R$ 358,37"
53516,146,2023-09-13,Norte,"R$ 513,10"
53517,16,2024-08-14,Norte,"R$ 465,76"
53518,40,2021-12-28,Norte,"R$ 304,86"
53519,8,2022-08-25,Nordeste,"R$ 593,04"
53520,108,2020-10-31,Norte,"R$ 168,17"
53521,141,2021-05-26,Sul,"R$ 694,27"
53522,53,2021-06-25,Sudeste,"R$ 493,28"
53523,1,2022-06-06,Nordeste,"R$ 249,89"
53524,67,2022-05-30,Norte,"R$ 241,39"
53525,121,2023-01-04,Sudeste,"R$ 413,56"
53526,147,2023-05-29,Sul,"R$ 585,75"
53527,110,2024-08-28,Norte,"R$ 252,46"
53528,70,2022-03-04,Norte,"R$ 511,59"
53529,48,2024-04-07,Nordeste,"R$ 1094,57"
53530,146,2022-01-29,Sul,"R$ 341,01"
53531,142,2021-07-06,Nordeste,"R$ 514,42"
53532,121,2023-01-31,Nordeste,"R$ 544,90"
53533,55,2020-05-26,Sul,"R$ 0,00"
53534,120,2021-03-09,Norte,"R$ 521,97"
53535,92,2024-10-23,Centro-Oeste,"R$ 370,37"
53536,16,2023-07-25,Centro-Oeste,"R$ 279,15"
53537,128,2022-03-08,Sul,"R$ 529,47"
53538,35,2021-06-11,Centro-Oeste,"R$ 339,28"
53539,36,2020-04-10,Norte,"R$ 305,96"
53540,141,2022-09-06,Centro-Oeste,"R$ 691,19"
53541,99,2024-11-29,Sudeste,"R$ 738,02"
53542,95,2021-04-26,Sul,"R$ 858,56"
53543,19,2021-06-03,Norte,"R$ 352,77"
53544,146,2021-08-25,Nordeste,"R$ 12,82"
53545,98,2023-09-24,Norte,"R$ 336,18"
53546,70,2023-03-15,Norte,"R$ 926,84"
53547,37,2021-07-11,Sul,"R$ 305,94"
53548,50,2024-12-10,Norte,"R$ 280,37"
53549,117,2023-11-10,Sul,"R$ 797,53"
53550,56,2024-08-24,Sul,"R$ 1159,72"
53551,149,2024-04-16,Nordeste,"R$ 660,96"
53552,39,2024-01-28,Norte,"R$ 954,88"
53553,116,2023-04-22,Centro-Oeste,"R$ 526,29"
53554,16,2021-07-13,Sudeste,"R$ 858,84"
53555,106,2023-08-28,Sudeste,"R$ 202,36"
53556,50,2020-07-14,Norte,"R$ 171,14"
53557,24,2024-04-03,Sul,"R$ 275,64"
53558,129,2022-05-19,Nordeste,"R$ 443,47"
53559,62,2020-10-04,Sudeste,"R$ 763,21"
53560,21,2024-05-09,Sul,"R$ 1009,64"
53561,123,2021-06-24,Nordeste,"R$ 818,56"
53562,52,2020-01-17,Centro-Oeste,"R$ 252,49"
53563,11,2023-11-06,Nordeste,"R$ 997,20"
53564,3,2022-04-16,Sudeste,"R$ 380,32"
53565,10,2022-06-30,Nordeste,"R$ 1189,50"
53566,88,2022-12-24,Sul,"R$ 457,43"
53567,120,2021-02-02,Sudeste,"R$ 200,30"
53568,135,2022-11-01,Sudeste,"R$ 436,89"
53569,51,2024-10-31,Nordeste,"R$ 288,02"
53570,68,2022-03-18,Sudeste,"R$ 639,91"
53571,36,2020-12-14,Sul,"R$ 795,23"
53572,72,2022-09-22,Nordeste,"R$ 458,27"
53573,140,2024-06-20,Centro-Oeste,"R$ 506,47"
53574,18,2022-06-19,Sul,"R$ 372,80"
53575,82,2024-02-07,Sul,"R$ 623,14"
53576,89,2024-10-30,Sul,"R$ 460,18"
53577,46,2021-06-03,Sul,"R$ 567,65"
53578,39,2022-03-18,Norte,"R$ 152,74"
53579,107,2021-02-07,Sul,"R$ 1023,91"
53580,133,2022-01-17,Centro-Oeste,"R$ 367,79"
53581,121,2024-12-14,Centro-Oeste,"R$ 299,74"
53582,138,2023-06-24,Nordeste,"R$ 424,69"
53583,83,2020-12-10,Norte,"R$ 274,58"
53584,39,2023-02-07,Sudeste,"R$ 221,88"
53585,66,2021-11-01,Nordeste,"R$ 568,65"
53586,37,2024-12-28,Centro-Oeste,"R$ 621,41"
53587,61,2020-12-30,Centro-Oeste,"R$ 363,43"
53588,11,2023-06-19,Centro-Oeste,"R$ 1126,49"
53589,91,2020-03-21,Norte,"R$ 220,10"
53590,43,2024-08-26,Norte,"R$ 297,72"
53591,142,2020-06-09,Sul,"R$ 740,73"
53592,124,2020-06-02,Sudeste,"R$ 268,25"
53593,92,2021-07-19,Sul,"R$ 94,09"
53594,97,2023-08-14,Centro-Oeste,"R$ 406,66"
53595,70,2021-05-21,Norte,"R$ 130,70"
53596,101,2022-09-19,Sul,"R$ 489,30"
53597,149,2023-12-13,Sul,"R$ 644,85"
53598,25,2024-09-09,Norte,"R$ 408,76"
53599,73,2022-02-23,Sudeste,"R$ 594,57"
53600,146,2020-05-01,Centro-Oeste,"R$ 762,82"
53601,63,2020-10-18,Nordeste,"R$ 283,54"
53602,128,2023-01-31,Centro-Oeste,"R$ 625,13"
53603,119,2022-05-13,Nordeste,"R$ 1097,83"
53604,102,2020-08-10,Sul,"R$ 283,75"
53605,40,2024-10-23,Sudeste,"R$ 546,99"
53606,113,2020-06-08,Sul,"R$ 964,13"
53607,129,2024-06-27,Sul,"R$ 417,16"
53608,119,2023-08-17,Sudeste,"R$ 284,71"
53609,73,2023-11-29,Centro-Oeste,"R$ 88,88"
53610,138,2022-12-16,Sul,"R$ 279,73"
53611,79,2021-12-31,Centro-Oeste,"R$ 553,78"
53612,26,2023-11-08,Centro-Oeste,"R$ 632,27"
53613,103,2022-03-30,Centro-Oeste,"R$ 652,43"
53614,41,2021-10-21,Nordeste,"R$ 428,59"
53615,97,2024-05-07,Sudeste,"R$ 844,28"
53616,126,2024-03-14,Sudeste,"R$ 589,50"
53617,133,2020-06-12,Sul,"R$ 559,79"
53618,113,2023-06-06,Nordeste,"R$ 426,26"
53619,102,2022-05-25,Nordeste,"R$ 1072,08"
53620,140,2022-03-21,Norte,"R$ 442,49"
53621,25,2024-11-25,Centro-Oeste,"R$ 675,70"
53622,72,2021-06-30,Sudeste,"R$ 109,63"
53623,87,2023-06-08,Centro-Oeste,"R$ 554,04"
53624,75,2023-10-16,Sudeste,"R$ 652,39"
53625,69,2024-06-26,Centro-Oeste,"R$ 256,66"
53626,148,2022-10-16,Centro-Oeste,"R$ 636,55"
53627,33,2024-09-11,Nordeste,"R$ 418,99"
53628,39,2024-09-13,Sudeste,"R$ 712,02"
53629,6,2024-07-02,Sul,"R$ 146,13"
53630,113,2024-01-25,Sudeste,"R$ 308,25"
53631,69,2024-03-22,Sul,"R$ 110,81"
53632,117,2024-08-22,Sudeste,"R$ 871,94"
53633,12,2020-04-18,Sul,"R$ 589,78"
53634,62,2024-09-29,Sudeste,"R$ 400,27"
53635,70,2023-03-12,Nordeste,"R$ 314,58"
53636,82,2023-03-31,Centro-Oeste,"R$ 744,50"
53637,127,2022-04-29,Norte,"R$ 170,45"
53638,88,2020-07-23,Centro-Oeste,"R$ 403,68"
53639,43,2022-10-14,Sul,"R$ 449,53"
53640,41,2021-01-23,Nordeste,"R$ 17,11"
53641,113,2022-10-27,Sudeste,"R$ 604,92"
53642,10,2020-07-19,Sudeste,"R$ 684,23"
53643,6,2024-05-09,Centro-Oeste,"R$ 500,73"
53644,48,2020-12-02,Sul,"R$ 652,46"
53645,107,2023-03-29,Nordeste,"R$ 1091,40"
53646,36,2022-05-11,Norte,"R$ 624,15"
53647,143,2021-12-22,Sudeste,"R$ 450,95"
53648,29,2022-09-01,Sudeste,"R$ 182,10"
53649,66,2020-01-25,Sudeste,"R$ 708,61"
53650,4,2022-04-02,Centro-Oeste,"R$ 432,51"
53651,109,2022-08-06,Sul,"R$ 339,34"
53652,6,2020-07-06,Sul,"R$ 610,08"
53653,75,2022-12-22,Norte,"R$ 304,53"
53654,61,2022-08-03,Centro-Oeste,"R$ 415,74"
53655,87,2020-07-04,Centro-Oeste,"R$ 488,15"
53656,51,2021-09-27,Centro-Oeste,"R$ 813,64"
53657,118,2020-04-09,Nordeste,"R$ 512,88"
53658,66,2020-01-05,Norte,"R$ 666,66"
53659,63,2023-12-14,Sul,"R$ 471,23"
53660,115,2024-03-17,Nordeste,"R$ 109,16"
53661,55,2020-07-31,Sul,"R$ 227,36"
53662,119,2020-12-16,Sul,"R$ 271,75"
53663,54,2020-07-03,Sul,"R$ 191,04"
53664,21,2023-11-26,Norte,"R$ 148,88"
53665,133,2021-01-14,Sul,"R$ 128,35"
53666,129,2022-10-27,Norte,"R$ 390,54"
53667,77,2022-09-07,Sudeste,"R$ 339,22"
53668,102,2023-09-04,Nordeste,"R$ 754,44"
53669,120,2023-09-07,Nordeste,"R$ 570,24"
53670,149,2020-08-16,Centro-Oeste,"R$ 718,35"
53671,3,2020-03-02,Norte,"R$ 254,60"
53672,99,2023-09-08,Centro-Oeste,"R$ 636,12"
53673,60,2021-03-30,Norte,"R$ 855,08"
53674,117,2024-04-14,Norte,"R$ 439,47"
53675,63,2023-02-03,Nordeste,"R$ 319,93"
53676,102,2021-01-03,Sudeste,"R$ 551,85"
53677,12,2020-06-15,Norte,"R$ 546,02"
53678,101,2023-11-10,Nordeste,"R$ 256,66"
53679,138,2020-01-22,Norte,"R$ 123,78"
53680,82,2022-10-04,Norte,"R$ 478,43"
53681,147,2020-06-10,Centro-Oeste,"R$ 613,54"
53682,13,2020-01-26,Centro-Oeste,"R$ 393,67"
53683,24,2020-06-09,Centro-Oeste,"R$ 284,98"
53684,82,2021-07-14,Nordeste,"R$ 512,33"
53685,22,2023-04-12,Norte,"R$ 348,14"
53686,48,2022-09-11,Sudeste,"R$ 781,93"
53687,37,2022-09-22,Sul,"R$ 227,36"
53688,124,2023-07-26,Sul,"R$ 428,06"
53689,136,2022-09-17,Sudeste,"R$ 947,61"
53690,29,2024-08-28,Centro-Oeste,"R$ 269,37"
53691,148,2020-12-31,Sul,"R$ 1006,81"
53692,86,2022-04-26,Nordeste,"R$ 376,06"
53693,82,2022-01-17,Sudeste,"R$ 632,65"
53694,136,2024-02-19,Nordeste,"R$ 75,25"
53695,49,2023-07-20,Sul,"R$ 345,84"
53696,58,2020-07-21,Sudeste,"R$ 266,14"
53697,44,2022-01-04,Sudeste,"R$ 269,29"
53698,81,2024-12-22,Sul,"R$ 147,16"
53699,54,2022-11-26,Nordeste,"R$ 283,48"
53700,81,2022-10-26,Sudeste,"R$ 539,30"
53701,60,2024-05-18,Nordeste,"R$ 332,03"
53702,4,2023-05-29,Centro-Oeste,"R$ 613,77"
53703,71,2023-06-25,Sul,"R$ 388,77"
53704,74,2021-11-17,Norte,"R$ 406,51"
53705,6,2024-06-21,Nordeste,"R$ 706,99"
53706,14,2021-02-02,Sul,"R$ 694,72"
53707,67,2022-01-05,Nordeste,"R$ 513,26"
53708,83,2024-03-31,Norte,"R$ 674,15"
53709,38,2020-01-29,Nordeste,"R$ 575,39"
53710,112,2022-05-06,Sul,"R$ 175,16"
53711,11,2022-08-13,Sudeste,"R$ 441,07"
53712,95,2020-05-24,Sudeste,"R$ 473,82"
53713,102,2021-03-19,Sul,"R$ 512,75"
53714,47,2022-03-10,Sudeste,"R$ 894,89"
53715,128,2022-06-14,Nordeste,"R$ 625,56"
53716,126,2024-09-09,Sudeste,"R$ 354,35"
53717,150,2020-02-18,Centro-Oeste,"R$ 539,80"
53718,84,2024-04-20,Sudeste,"R$ 943,23"
53719,136,2021-09-20,Sudeste,"R$ 242,57"
53720,63,2024-12-09,Sul,"R$ 1041,73"
53721,115,2023-06-29,Sudeste,"R$ 957,79"
53722,39,2021-01-12,Sudeste,"R$ 870,83"
53723,73,2022-09-08,Centro-Oeste,"R$ 730,56"
53724,149,2022-10-11,Sul,"R$ 501,60"
53725,23,2021-03-29,Centro-Oeste,"R$ 488,01"
53726,60,2020-11-08,Nordeste,"R$ 402,38"
53727,85,2020-11-09,Sul,"R$ 561,61"
53728,66,2020-06-04,Norte,"R$ 622,26"
53729,1,2022-02-23,Nordeste,"R$ 253,33"
53730,149,2023-10-07,Norte,"R$ 543,90"
53731,24,2023-10-05,Nordeste,"R$ 611,20"
53732,66,2022-05-30,Centro-Oeste,"R$ 326,06"
53733,99,2024-10-14,Sul,"R$ 232,98"
53734,101,2023-07-22,Nordeste,"R$ 564,33"
53735,43,2020-09-11,Nordeste,"R$ 168,93"
53736,145,2023-01-03,Sudeste,"R$ 298,40"
53737,44,2023-02-23,Centro-Oeste,"R$ 702,45"
53738,107,2024-03-01,Sudeste,"R$ 1026,11"
53739,64,2022-04-15,Sudeste,"R$ 741,78"
53740,102,2020-08-08,Nordeste,"R$ 10,79"
53741,97,2022-12-04,Norte,"R$ 684,48"
53742,18,2021-02-25,Nordeste,"R$ 1021,27"
53743,12,2021-01-12,Centro-Oeste,"R$ 1142,22"
53744,129,2023-08-03,Norte,"R$ 462,55"
53745,74,2020-02-11,Nordeste,"R$ 706,46"
53746,11,2021-07-01,Sudeste,"R$ 312,97"
53747,40,2020-05-19,Nordeste,"R$ 264,28"
53748,50,2020-07-18,Sul,"R$ 491,08"
53749,58,2022-11-22,Sul,"R$ 610,24"
53750,84,2023-06-30,Norte,"R$ 290,12"
53751,68,2022-05-06,Sudeste,"R$ 758,69"
53752,86,2020-01-03,Norte,"R$ 552,53"
53753,136,2022-02-23,Sudeste,"R$ 405,32"
53754,81,2020-11-20,Sul,"R$ 754,04"
53755,10,2023-12-27,Norte,"R$ 481,76"
53756,114,2024-08-06,Nordeste,"R$ 1370,63"
53757,83,2023-04-06,Sul,"R$ 127,52"
53758,140,2023-04-18,Norte,"R$ 904,45"
53759,13,2023-08-25,Norte,"R$ 183,42"
53760,41,2023-09-10,Sul,"R$ 510,20"
53761,115,2023-12-26,Centro-Oeste,"R$ 790,74"
53762,100,2021-03-31,Norte,"R$ 631,12"
53763,120,2020-02-04,Centro-Oeste,"R$ 661,35"
53764,58,2020-08-05,Norte,"R$ 328,87"
53765,88,2021-02-16,Sul,"R$ 480,48"
53766,72,2023-06-14,Centro-Oeste,"R$ 31,07"
53767,88,2024-04-28,Centro-Oeste,"R$ 671,56"
53768,75,2023-09-15,Centro-Oeste,"R$ 368,94"
53769,88,2023-09-29,Norte,"R$ 431,16"
53770,101,2024-12-22,Centro-Oeste,"R$ 146,27"
53771,110,2023-08-05,Nordeste,"R$ 107,80"
53772,143,2021-09-11,Sul,"R$ 399,40"
53773,101,2020-06-23,Sul,"R$ 863,28"
53774,38,2024-06-29,Sudeste,"R$ 580,99"
53775,57,2023-01-24,Norte,"R$ 826,99"
53776,43,2020-12-26,Nordeste,"R$ 58,20"
53777,4,2020-11-13,Sul,"R$ 695,27"
53778,66,2021-08-12,Centro-Oeste,"R$ 733,16"
53779,10,2020-04-24,Nordeste,"R$ 486,83"
53780,25,2022-10-30,Sudeste,"R$ 502,43"
53781,54,2023-01-12,Centro-Oeste,"R$ 517,62"
53782,106,2020-05-03,Norte,"R$ 0,00"
53783,67,2024-07-01,Sul,"R$ 680,54"
53784,41,2023-10-27,Nordeste,"R$ 800,89"
53785,58,2023-05-19,Sul,"R$ 210,42"
53786,10,2022-02-05,Sudeste,"R$ 378,97"
53787,10,2021-04-11,Centro-Oeste,"R$ 388,94"
53788,106,2023-12-03,Norte,"R$ 567,78"
53789,119,2024-09-16,Centro-Oeste,"R$ 348,38"
53790,69,2020-12-11,Centro-Oeste,"R$ 254,66"
53791,40,2020-02-22,Sudeste,"R$ 183,79"
53792,79,2023-01-06,Sul,"R$ 965,14"
53793,67,2022-04-05,Sudeste,"R$ 413,42"
53794,138,2024-10-26,Sul,"R$ 108,17"
53795,85,2021-12-09,Nordeste,"R$ 202,59"
53796,139,2023-11-26,Norte,"R$ 423,61"
53797,2,2020-06-02,Centro-Oeste,"R$ 306,50"
53798,63,2024-02-05,Nordeste,"R$ 208,25"
53799,88,2021-01-18,Sul,"R$ 626,51"
53800,1,2021-08-05,Nordeste,"R$ 606,65"
53801,95,2023-04-06,Norte,"R$ 597,37"
53802,22,2023-05-18,Centro-Oeste,"R$ 1099,61"
53803,115,2024-08-29,Norte,"R$ 261,06"
53804,63,2024-04-23,Sudeste,"R$ 190,97"
53805,105,2021-02-17,Centro-Oeste,"R$ 810,51"
53806,39,2022-12-22,Sul,"R$ 341,05"
53807,89,2021-12-19,Sudeste,"R$ 198,46"
53808,99,2020-12-09,Nordeste,"R$ 182,90"
53809,51,2020-03-06,Sul,"R$ 326,09"
53810,8,2020-01-22,Sudeste,"R$ 1055,63"
53811,11,2024-07-28,Norte,"R$ 322,81"
53812,43,2021-02-28,Sudeste,"R$ 352,35"
53813,78,2022-05-17,Sudeste,"R$ 427,79"
53814,150,2023-10-26,Nordeste,"R$ 303,85"
53815,112,2024-07-23,Sul,"R$ 511,84"
53816,29,2020-07-21,Norte,"R$ 417,90"
53817,13,2020-10-13,Norte,"R$ 941,47"
53818,3,2023-06-11,Sul,"R$ 692,50"
53819,83,2021-03-20,Sudeste,"R$ 478,19"
53820,121,2021-08-11,Nordeste,"R$ 579,58"
53821,92,2022-12-11,Centro-Oeste,"R$ 258,76"
53822,2,2023-01-08,Sudeste,"R$ 1298,67"
53823,150,2021-02-13,Norte,"R$ 1048,81"
53824,71,2021-10-21,Nordeste,"R$ 747,41"
53825,137,2020-07-23,Sul,"R$ 332,33"
53826,5,2022-01-02,Centro-Oeste,"R$ 132,14"
53827,4,2022-12-22,Sul,"R$ 303,72"
53828,104,2022-08-05,Nordeste,"R$ 650,73"
53829,17,2020-04-09,Nordeste,"R$ 765,00"
53830,36,2024-11-11,Centro-Oeste,"R$ 859,52"
53831,132,2023-05-13,Centro-Oeste,"R$ 269,83"
53832,34,2020-05-25,Centro-Oeste,"R$ 1040,56"
53833,65,2021-06-11,Norte,"R$ 437,51"
53834,39,2024-10-08,Centro-Oeste,"R$ 207,57"
53835,81,2022-07-18,Nordeste,"R$ 880,49"
53836,29,2024-12-26,Centro-Oeste,"R$ 468,47"
53837,59,2024-02-06,Centro-Oeste,"R$ 489,91"
53838,66,2024-12-28,Norte,"R$ 450,34"
